Reference	ID	Tags	Quote	Occurrence	Question	Response
33:7	j74c	application			How can hardship and suffering cause a person to stop trusting in God?	Many people wrongly think that God will only allow good things to happen to them. Therefore, when they suffer, they think that God has deceived them or that he does not care about them. They stop trusting in him and following him. But God promised that people would treat his disciples badly.
33:8	ifdy	application			How do worries about money and other things cause people to stop loving God?	Jesus said that people cannot love both God and money. They must choose to serve either God or possessions. Many people try do both, but they cannot. If they do not stop loving their possessions, they stop loving God. God is not pleased with these people.
33:9	ghzn	application			How does a person produce 30, 60 or 100 times as much fruit?	A single person can cause many other people to hear about Jesus and to love God. This may not happen all at once. But if they obey God throughout their lives and tell others about him, many people will respond to their testimony. The people may be their family, their friends, or even total strangers.
33:1-9	p1hs	summary				A large crowd came to hear Jesus teach. There were so many people that he had to get into a boat in the water so that he had room to speak to them all. The people in the crowd would respond to his words in different ways. Some would not understand at all. Others would believe for a while and then fade away. But some would believe his words and serve God for their entire lives. For this reason, Jesus told the story about a farmer sowing seed. The seed fell on different kinds of soil, and it grew in different ways. The seed on the different kinds of soil represented the different people in the crowd. Jesus was telling the crowd and his disciples that they should pay attention to whether they believed the word of God. They should also make sure that they did not let anything else in their lives take the place of their love for God. If they continued to believe, they would accomplish much for God.
34:1	poac	meaning			What was Jesus talking about when he told his stories?	He was talking about the kingdom of God (See: [34:1](34/01)).
34:1	ei9h	meaning			How did Jesus discribe the mustard seed?	The mustard seed was the smallest of all the seeds that people planted at that time (See: [34:1](34/01)).
34:2	nlk8	meaning			What happens to the mustard seed when it grows?	The mustard seed becomes bigger than other garden plants, so that even birds nest in its branches (See: [34:2](34/02)).
34:3	mm91	meaning			What happens to the yeast that a woman mixes into bread dough?	It spreads throughout the dough (See: [34:3](34/03)).
34:4	j0rl	meaning			What did the man do when he found the treasure in a field?	He was filled with joy, and went and sold everything he had so he could buy that field (See: [34:4](34/04)).
34:5	dsby	meaning			What did the merchant do when he found a perfect pearl?	He sold all that he had so he could buy that pearl (See: [34:5](34/05)).
34:7	pj5c	meaning			How did the religious leader pray?	He thanked God that he was not a sinner like other men (See: [34:7](34/07)).
34:9	uk4g	meaning			How did the tax collector pray?	He asked God to be merciful to him because he was a sinner (See: [34:9](34/09)).
34:10	g26f	meaning			Which man did God declare to be righteous?	Jesus said that God declared the tax collector to be righteous (See: [34:10](34/10)).
34:1-2	ipvo	application			In what way is the kingdom of God like a mustard seed?	The kingdom of God will be small when it begins, but it will grow to become larger than all other kingdoms of the world.
34:3	t7c5	application			In what way is the kingdom of God like yeast?	The kingdom of God will spread throughout the world.
34:4	hfja	application			In what way is the kingdom of God like a treasure hidden in a field?	The kingdom of God is so valuable that a person should be willing to sell everything they own in order to obtain it, and then rejoice.
34:6	kwim	application			What wrong understanding did some people have about who God would accept?	Some people thought God would accept them because they did good things. Jesus told the story of the two men in order to correct their wrong understanding.
34:10	gw7s	application			Why might the people who heard the story of the two men be surprised about who God accepted?	The people of that time thought tax collectors were evil and religious rulers were good. They did not understand that everyone is a sinner, and that God only accepts the people who humble themselves and confess that they are sinners.
34:1-10	a45s	summary				Jesus told five stories to explain what the kingdom of God is like. The stories of the mustard seed and the yeast showed that the kingdom of God will begin small, but will become larger than all other kingdoms, filling the whole earth. The stories of the treasure and the perfect pearl showed that the kingdom of God is so valuable that people should be willing to sell all they own in order to obtain it. And the story of the two men who prayed showed that God will only accept into his kingdom people who confess their sins. He will not accept proud people who trust in their good works instead of confessing their sins.
